TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-05-01 22:40:48.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-1C98
2025-05-01 22:40:49.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-01 22:40:49.461,1.783166932983356,0.7468593622309585,0.703408560560614,1.263059668580931,1.236723682037279,0.8064664835585538,0.6411329055541289,1.047641441871736,1.119230332404012,0.5651569319700598,0.4482861661904033,0.6494226310702883,0.8775101021963437,0.8283131200959455,0.807818662381995,0.6470567623373892,0.4490054583971901,0.8147683352420869,0.8359774991236489,0.2507961683084778,817.1428571428571,765.5677655677656,763.5531135531136,777.6556776556777,691.8315018315019,-0.220581,0.129517,0.969849,0.411224,-1.824341,0.717773,394065.934066,99881611.721612,70080879.120879,76.119698,1,1,1,1,1,95.000000
2025-05-01 22:40:50.450,1.783166932983356,0.7235844297943587,0.703408560560614,1.263059668580931,1.236723682037279,0.7888941574767844,0.6411329055541289,1.047641441871736,1.119230332404012,0.5061809792899625,0.4482861661904033,0.6494226310702883,0.8775101021963437,0.863299847331333,0.807818662381995,0.6470567623373892,0.4490054583971901,0.7620233788003726,0.8359774991236489,0.2507961683084778,787.3260073260074,772.014652014652,766.7765567765568,817.5457875457876,767.985347985348,-0.229431,0.131714,0.969177,1.031799,-1.502838,0.366364,396483.516484,100507765.567766,70250915.750916,70.395470,1,2,1,1,2,95.000000
2025-05-01 22:40:50.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-01 22:40:51.450,0.3725294950166745,0.7235844297943587,1.004698977822031,1.301962160070041,0.5060088952093085,0.7888941574767844,0.633441146666702,0.9586615086084489,0.6065749342605685,0.5061809792899625,0.8524344028721479,1.057140505324744,0.4550392166843344,0.863299847331333,1.050616792265612,0.5649223151725622,0.3688535307529363,0.7620233788003726,0.8891321457698006,-0.08908397386358728,807.0695970695971,781.6849816849817,779.6703296703297,796.1904761904763,738.1684981684982,-0.234741,0.130249,0.969421,0.829926,-1.188812,0.291595,398901.098901,100495677.655678,70091355.311355,66.720955,1,1,1,1,1,95.000000
2025-05-01 22:40:52.454,0.4193369033072995,1.08175541141375,0.9358411145223129,1.301962160070041,0.5188481325023528,0.9843112440663871,0.6676003189448921,0.9586615086084489,0.6065749342605685,0.9911916163467763,0.8855799130117739,1.057140505324744,0.4456088409325396,0.7164763563290462,0.983606020760127,0.5649223151725622,0.3546100081860614,0.8081897485601574,0.8989990862175855,-0.08908397386358728,809.8901098901099,799.8168498168499,788.9377289377289,823.992673992674,649.5238095238095,-0.227966,0.127014,0.979553,0.448608,-1.390686,0.097198,398095.238095,100324835.164835,69739194.139194,65.016487,1,1,1,1,1,95.000000
2025-05-01 22:40:52.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-01 22:40:53.450,0.4193369033072995,0.8128427029216513,0.7168420649002799,1.476931575348643,0.5188481325023528,0.7512045880052091,0.4987409111690946,1.058466037955161,0.6065749342605685,0.8095545435558874,0.6119194734179599,1.346556550485595,0.4456088409325396,0.8459386714884759,0.8809156979239919,0.770138460584508,0.3546100081860614,0.837181973807954,0.8618922020768882,0.2037216534565987,844.5421245421246,734.5421245421246,794.5787545787546,789.7435897435897,648.7179487179487,-0.229431,0.121338,0.972656,0.299072,-1.293488,-0.785065,397289.377289,100427179.487179,69586080.586081,64.988991,1,1,1,1,1,95.000000
2025-05-01 22:40:54.454,0.4193369033072995,0.9428973360841687,0.92167832446492,1.490340927857131,0.5188481325023528,0.7115472579147758,0.5323788334116601,1.114512347184288,0.6065749342605685,0.7736556133961686,0.5225424384004298,1.346556550485595,0.4456088409325396,1.016000935543857,0.9190166425461656,0.8249436191352019,0.3546100081860614,0.8831413761142698,0.8619996639406844,0.2118948632219342,801.4285714285714,772.8205128205128,794.5787545787546,799.4139194139194,674.1025641025641,-0.226074,0.129883,0.969421,0.448608,-3.050537,0.403748,398901.098901,100340146.520147,69690842.490842,66.028244,1,1,1,1,1,95.000000
2025-05-01 22:40:55.450,1.197727095730095,0.7186810784860476,0.92167832446492,1.301796674040389,0.8643338672981647,0.4560843265760735,0.5323788334116601,0.5980036086295588,0.9057188773641461,0.438561935307448,0.5225424384004298,0.499434257410651,0.589591943209296,0.8312526282087545,0.9190166425461656,0.5588658600455295,0.3899215081022874,0.5144188265875475,0.8619996639406844,0.0005264161734676217,805.8608058608058,772.4175824175825,784.1025641025641,812.3076923076924,675.3113553113553,-0.226929,0.117615,0.970764,1.031799,-1.502838,0.358887,396483.516484,99465787.545788,69607032.967033,69.044159,1,1,1,1,1,95.000000
