TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-05-01 21:44:22.739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-1C98
2025-05-01 21:44:22.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-01 21:44:23.740,0,0,0.8446810661967266,1.793007622813721,0,0,0.364531258103781,1.212968176277701,0,0,0.1027519563115486,1.377095358811496,0,0,0.02552036362529217,0.697867354575147,0,0,-0.1145358839168058,-0.08860799453357185,838.0952380952381,878.7912087912089,847.3626373626374,817.1428571428571,673.2967032967033,0.091919,0.200256,0.982117,0.792542,-1.084137,-0.388794,422271.062271,100689890.109890,67034725.274725,92.023651,1,2,2,1,2,100.000000
2025-05-01 21:44:24.740,0,0,0.8446810661967266,1.793007622813721,0,0,0.364531258103781,1.212968176277701,0,0,0.1027519563115486,1.377095358811496,0,0,0.02552036362529217,0.697867354575147,0,0,-0.1145358839168058,-0.08860799453357185,972.2710622710623,730.5128205128206,799.4139194139194,948.901098901099,639.4505494505495,0.094116,0.205994,0.971863,0.934601,-0.971985,0.201874,423882.783883,101430476.190476,67367545.787546,92.023651,1,2,2,1,2,100.000000
2025-05-01 21:44:25.740,0,0,0.8446810661967266,1.793007622813721,0,0,0.364531258103781,1.212968176277701,0,0,0.1027519563115486,1.377095358811496,0,0,0.02552036362529217,0.697867354575147,0,0,-0.1145358839168058,-0.08860799453357185,782.4908424908425,739.7802197802198,803.8461538461539,812.3076923076924,606.007326007326,0.089966,0.201355,0.986145,0.747681,-2.205658,0.478516,423076.923077,101739926.739927,67245054.945055,90.050072,1,2,1,1,2,100.000000
2025-05-01 21:44:26.740,0,0,0.8446810661967266,1.793007622813721,0,0,0.364531258103781,1.212968176277701,0,0,0.1027519563115486,1.377095358811496,0,0,0.02552036362529217,0.697867354575147,0,0,-0.1145358839168058,-0.08860799453357185,767.1794871794872,832.8571428571429,814.3223443223443,739.3772893772893,732.1245421245421,0.071594,0.181274,0.975952,-0.426178,-0.934601,4.127197,424688.644689,102080000.000000,67135457.875458,87.127350,1,2,1,1,2,100.000000
2025-05-01 21:44:27.742,0,0,0.8446810661967266,1.793007622813721,0,0,0.364531258103781,1.212968176277701,0,0,0.1027519563115486,1.377095358811496,0,0,0.02552036362529217,0.697867354575147,0,0,-0.1145358839168058,-0.08860799453357185,766.3736263736264,860.2564102564103,867.5091575091575,782.0879120879121,619.7069597069598,0.093872,0.196655,0.982605,-0.224304,-0.807495,-1.009369,423076.923077,101362783.882784,66997655.677656,85.124176,1,2,1,1,2,100.000000
2025-05-01 21:44:28.740,0,0,0.8446810661967266,1.793007622813721,0,0,0.364531258103781,1.212968176277701,0,0,0.1027519563115486,1.377095358811496,0,0,0.02552036362529217,0.697867354575147,0,0,-0.1145358839168058,-0.08860799453357185,789.3406593406594,770.8058608058608,778.4615384615385,780.8791208791209,631.7948717948718,0.105469,0.196411,0.985046,0.471039,-1.734619,-0.314026,423882.783883,101160512.820513,67059706.959707,85.182800,1,2,1,1,2,100.000000
2025-05-01 21:44:29.739,0,0,0.8446810661967266,1.793007622813721,0,0,0.364531258103781,1.212968176277701,0,0,0.1027519563115486,1.377095358811496,0,0,0.02552036362529217,0.697867354575147,0,0,-0.1145358839168058,-0.08860799453357185,761.1355311355312,736.959706959707,717.6190476190476,701.0989010989011,807.0695970695971,0.099792,0.193604,0.980835,1.577606,-1.016846,0.702820,425494.505495,101536043.956044,67367545.787546,83.094360,1,2,1,1,2,100.000000
2025-05-01 21:44:30.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-01 21:44:30.738,0,0,1.174088431844044,1.793007622813721,0,0,0.6871989982976299,1.212968176277701,0,0,0.6457476030069146,1.377095358811496,0,0,0.2904822746844898,0.697867354575147,0,0,-0.4042608958377009,-0.08860799453357185,819.1575091575091,775.6410256410256,765.5677655677656,803.4432234432235,612.0512820512821,0.095886,0.201721,0.984863,-0.014954,-1.861725,-0.216827,423882.783883,101552161.172161,67444102.564103,81.179199,1,2,1,1,2,100.000000
2025-05-01 21:44:31.737,1.36711566344855,0,1.240356295451528,1.793007622813721,0.6847182561892484,0,0.6439162201293938,1.212968176277701,1.091777889545827,0,0.6022703439386362,1.377095358811496,0.725453601197944,0,0.1513697114033581,0.697867354575147,0.2850022789663916,0,-0.4383828489291323,-0.08860799453357185,799.8168498168499,733.3333333333334,745.4212454212454,786.5201465201466,677.3260073260074,0.109619,0.199707,0.981323,0.426178,-1.772003,0.127106,424688.644689,102076776.556777,67533553.113553,79.815826,1,1,1,1,1,100.000000
