TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,PPG_Ambient,PPG_IR,PPG_Red,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2025-05-02 14:17:11.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-1C98
2025-05-02 14:17:12.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-02 14:17:13.014,0.5568082960398635,0.4412863197498864,0.7302965687772568,0.5484820650948238,0.4317680852730122,0.05534452763519369,0.1287025148643189,0.1472961633746651,0.5450445561402376,0.1820724266429847,0.2890780051705608,0.4480480404403445,0.5448229740179827,0.04703016517689065,-0.04713154546081112,0.4664509626104387,0.1061018567500671,-0.3498381819030388,-0.4299378625596164,0.1734132114685861,982.3443223443223,815.934065934066,902.1611721611722,1000.07326007326,583.040293040293,0.093384,0.157410,0.980042,0.732727,-1.001892,-0.284119,419047.619048,91143663.003663,56954212.454212,100.122841,1,1,1,1,1,75.000000
2025-05-02 14:17:13.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-02 14:17:13.997,0.8001223944937251,0.9696616589799167,0.8947948035020757,0.664842938088267,0.4831284815185551,0.4140395277766617,0.02601600878608239,0.1144443427146119,0.4980127795041135,0.1800085594397474,0.2014513965916409,0.371867601951934,0.6338448361577237,0.04232121479223397,0.03700073694974996,0.4916777384230148,0.1643674111115744,-0.5229362588680486,-0.4295218420178944,0.1667512540837121,810.2930402930403,835.6776556776557,802.6373626373627,833.2600732600733,956.5567765567766,0.091125,0.154968,0.990295,0.620575,-1.869202,-0.530853,418241.758242,90898681.318681,56806739.926740,97.827126,1,1,1,1,1,75.000000
2025-05-02 14:17:14.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-02 14:17:14.997,0.8001223944937251,1.345215327096249,0.8947948035020757,0.664842938088267,0.4831284815185551,0.6517412343934561,0.02601600878608239,0.1144443427146119,0.4980127795041135,0.2528869884475998,0.2014513965916409,0.371867601951934,0.6338448361577237,0.1437348752435076,0.03700073694974996,0.4916777384230148,0.1643674111115744,-0.481589981083131,-0.4295218420178944,0.1667512540837121,880,963.4065934065934,908.2051282051282,892.893772893773,599.1575091575091,0.094788,0.150146,0.986633,0.575714,-1.099091,-1.009369,417435.897436,90897069.597070,56921172.161172,96.262650,1,1,1,1,1,75.000000
2025-05-02 14:17:15.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-02 14:17:15.997,0.8001223944937251,1.427778274850101,0.8947948035020757,0.664842938088267,0.4831284815185551,0.6950410306541194,0.02601600878608239,0.1144443427146119,0.4980127795041135,0.241320915661903,0.2014513965916409,0.371867601951934,0.6338448361577237,0.151789409277459,0.03700073694974996,0.4916777384230148,0.1643674111115744,-0.4265667675945901,-0.4295218420178944,0.1667512540837121,739.7802197802198,789.3406593406594,755.8974358974359,741.7948717948718,726.0805860805862,0.092468,0.158997,0.988647,1.106567,-2.026215,-0.351410,419853.479853,90809230.769231,57025934.065934,96.239807,1,2,1,1,2,75.000000
2025-05-02 14:17:16.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-02 14:17:16.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2025-05-02 14:17:16.997,0.8001223944937251,1.427778274850101,0.8947948035020757,0.664842938088267,0.4831284815185551,0.6950410306541194,0.02601600878608239,0.1144443427146119,0.4980127795041135,0.241320915661903,0.2014513965916409,0.371867601951934,0.6338448361577237,0.151789409277459,0.03700073694974996,0.4916777384230148,0.1643674111115744,-0.4265667675945901,-0.4295218420178944,0.1667512540837121,739.3772893772893,794.5787545787546,750.6593406593407,777.6556776556777,1153.992673992674,0.091125,0.161926,0.986267,-0.134583,-0.179443,-2.145844,421465.201465,90586813.186813,57049304.029304,94.690956,1,2,1,1,2,75.000000
